displacement_ccm,power_hp,torque_nm,top_speed_kmh,dry_weight_kg,fuel_capacity_l,seat_height_mm,wheelbase_mm,power_weight_ratio,power_rpm,torque_rpm,bore_mm,stroke_mm,compression_ratio,rating,year,category,cooling,transmission,fuel_system,brand
,,,48.3000,,5.6800,781.0000,1270.0000,,,,,,9.0000,,,,Air,Shaft,Carburettor,
349.7000,,,,106.8000,8.0000,952.0000,1489.0000,,,,88.0000,57.5000,13.5000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,
124.9000,,9.7000,,127.5000,2.0000,795.0000,1295.0000,0.0745,,5000.0000,,,,,,Sport,Air,Chain,Injection,Bajaj
499.0000,44.0000,44.1000,,175.1000,17.4100,825.0000,1506.0000,0.2513,8500.0000,6250.0000,72.0000,55.2000,,,2025.0000,Super motard,Liquid,Chain,Injection,
,,,,,5.7000,782.0000,1270.0000,,,,,,9.0000,,,,Air,Shaft,Injection,Genuine Scooter
,,,,115.2000,8.0000,952.0000,1489.0000,,,,88.0000,57.5000,13.7000,,,,Liquid,Chain,Injection,
,,8.3000,90.0000,,11.0000,807.0000,1255.0000,,,5500.0000,47.0000,58.8000,,,,,Air,Chain,Injection,
,,77.0000,,,18.9300,825.0000,1532.0000,,,7500.0000,88.0000,65.7000,,,,,Liquid,Chain,Injection,
49.6000,,,48.3000,93.9000,5.4900,781.0000,1270.0000,0.0213,,,,,9.0000,,,Scooter,Air,Shaft,Injection,
,,,,109.8000,8.0000,952.0000,1489.0000,0.5738,,,95.0000,63.4000,12.8000,,,,Liquid,Chain,Injection,Husqvarna
,,9.2000,90.0000,,7.1900,739.0000,1214.0000,,,6500.0000,57.0000,49.4000,9.0000,,,,Air,Chain,Injection,CF Moto
115.5000,8.5000,9.8000,90.0000,,11.0000,807.0000,1255.0000,,7000.0000,5000.0000,50.0000,58.8000,,,2025.0000,Allround,Air,Chain,Injection,Bajaj
176.0000,16.2000,13.0000,,210.0000,9.0000,780.0000,,0.0771,8000.0000,6000.0000,,,,,2025.0000,ATV,Air,Shaft,,
449.9000,,,,109.8000,8.0000,952.0000,1489.0000,0.5738,,,95.0000,63.4000,12.8000,,,Enduro / offroad,Liquid,Chain,Injection,
,,10.8000,,,15.0000,,1320.0000,,,6500.0000,,,,,,,Air,Chain,Injection,Bajaj
,,100.0000,68.0000,77.0000,,750.0000,1306.0000,0.0435,,,,,,,,,Air,,,Gogoro
126.0000,9.4000,9.2000,90.0000,,7.1900,775.0000,1214.0000,,8250.0000,6500.0000,57.0000,49.4000,9.0000,,2025.0000,"Minibike, sport",Air,Chain,Injection,CF Moto
510.9000,,,,108.4000,8.0000,952.0000,1489.0000,,,,95.0000,72.0000,12.8000,,,Enduro / offroad,Liquid,Chain,Injection,
,,,,,12.0000,690.0000,1520.0000,,,,,,11.2000,,,,Liquid,Belt,Injection,
510.9000,,,,116.4000,8.0000,952.0000,1489.0000,,,,95.0000,72.0000,12.8000,,,Enduro / offroad,Liquid,Chain,Injection,Husqvarna
,,13.3000,,,15.0000,,1345.0000,,,6500.0000,,,,,,,Air,Chain,Injection,
294.2000,19.5000,22.0000,,122.0000,14.0000,770.0000,1320.0000,0.1598,9000.0000,7500.0000,,,11.2000,,2025.0000,Naked bike,Liquid,Chain,Injection,Hanway
450.0000,44.0000,,,126.1000,8.7100,909.0000,1499.0000,0.3489,,,96.0000,62.1000,11.0000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,
,,18.6000,144.0000,160.0000,15.0000,,1350.0000,0.1275,,7000.0000,67.0000,62.4000,,,,,Air,Chain,Carburettor,
249.0000,,16.0000,120.0000,165.0000,13.5000,780.0000,1410.0000,0.1016,,6000.0000,55.0000,53.0000,9.3000,,,Classic,Air,Chain,Injection,
349.7000,58.0000,,,104.4000,8.5000,954.0000,1493.0000,0.5556,,,88.0000,57.5000,11.1000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,Husqvarna
,,11.0000,,127.5000,9.5000,795.0000,1295.0000,0.0941,,6000.0000,,,,,,,Air,Chain,Injection,
,,30.0000,135.0000,,13.5000,790.0000,1410.0000,,,5500.0000,85.0000,70.0000,8.8000,,,,Air,Chain,Injection,Cleveland
498.0000,,45.0000,,,12.0000,720.0000,1520.0000,,,6000.0000,,,10.7000,,,Classic,Liquid,Belt,Injection,
349.7000,58.0000,,,104.4000,8.5000,954.0000,1493.0000,0.5556,,,88.0000,57.5000,11.1000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,
,,8.5000,80.0000,,5.1000,745.0000,1235.0000,,,4000.0000,,,,,,,Air,Chain,Carburettor,
249.7000,,21.5000,,,14.0000,800.0000,1342.0000,,,6500.0000,,,,,,Naked bike,Oil & air,Chain,Injection,Bajaj
,,45.0000,135.0000,,12.0000,790.0000,1410.0000,,,4500.0000,100.0000,82.0000,8.8000,,,,Oil & air,Chain,Injection,
889.0000,103.3000,100.0000,,204.0000,19.0000,859.0000,1513.0000,0.5062,8000.0000,6500.0000,90.7000,68.8000,13.5000,,2025.0000,Sport touring,Liquid,Chain,Injection,
124.5000,,11.0000,,,15.0000,805.0000,1353.0000,,,7000.0000,,,,,2025.0000,Sport,Air,Chain,Injection,
,,,,,,830.0000,,,,,,,,,,,Air,Chain,,
124.0000,,10.0000,,,6.5000,740.0000,1255.0000,,,5000.0000,52.4000,57.9000,9.3000,,,Scooter,Air,Belt,Injection,
,,100.0000,,214.5000,22.0000,887.0000,1529.0000,0.4814,,6500.0000,90.7000,68.8000,,,,,Liquid,Chain,Injection,
164.3000,17.2000,14.6000,,,12.0000,795.0000,1372.0000,,9000.0000,7250.0000,,,,,2025.0000,Naked bike,Oil & air,Chain,Injection,
249.6000,,22.5000,,117.0000,6.5000,950.0000,1530.0000,0.2178,,7000.0000,77.0000,53.6000,11.6000,,,Enduro / offroad,Liquid,Chain,Injection,
,,170.9000,,296.2000,18.9300,650.0000,1695.0000,0.3511,,3000.0000,103.5000,114.0000,10.3000,,,,Oil & air,Belt,Injection,
,,,,181.0000,16.0000,820.0000,1475.0000,0.5705,,,88.0000,65.7000,12.5000,,,,Liquid,Chain,Injection,Husqvarna
,,23.5000,120.0000,,6.5000,940.0000,1500.0000,,,7000.0000,77.0000,53.6000,11.6000,,,,Liquid,Chain,Injection,Cleveland
,,18.6000,135.0000,,13.0000,,1345.0000,,,8000.0000,,,,,,,Liquid,Chain,Injection,Bajaj
,,,,92.6000,7.2000,946.0000,1490.0000,,,,54.0000,54.5000,,,,,Liquid,Chain,Injection,
,,128.8000,,284.0000,21.2000,772.0000,1580.0000,0.5283,,6750.0000,104.9000,72.4000,13.0000,,,,Liquid,Chain,Injection,Harley-Davidson
,,60.0000,160.0000,,17.0000,695.0000,1720.0000,,,8000.0000,67.0000,48.0000,11.4000,,,,Liquid,Belt,,
1983.0000,,188.5000,,375.0000,22.7100,678.0000,1625.0000,0.3067,,3000.0000,103.5000,117.5000,11.4000,,,Touring,Oil & air,Belt,Injection,
449.0000,46.9000,40.0000,,119.0000,11.0000,940.0000,1500.0000,0.3945,9000.0000,7000.0000,94.5000,64.0000,10.8000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,
,,,,92.6000,7.2000,946.0000,1490.0000,,,,54.0000,54.5000,,,,,Liquid,Chain,Injection,
680.0000,,63.0000,210.0000,,17.0000,800.0000,1480.0000,,,8500.0000,67.0000,48.0000,11.6000,,,Naked bike,Liquid,Belt,,
250.0000,16.8000,16.0000,120.0000,150.0000,15.0000,775.0000,1400.0000,0.1117,8500.0000,6000.0000,55.0000,53.0000,9.3000,,2025.0000,Allround,Air,Chain,Injection,Cleveland
144.0000,,,,92.8000,7.2000,946.0000,1490.0000,,,,58.0000,54.5000,,,,Cross / motocross,Liquid,Chain,Injection,
,,196.6000,,362.9000,22.7100,678.0000,1625.0000,0.3500,,4000.0000,103.5000,117.5000,11.4000,,,,Oil & air,Belt,Injection,Harley-Davidson
,,25.0000,120.0000,,9.5000,748.0000,1545.0000,,,5500.0000,55.5000,55.4000,11.8000,,,,Liquid,Chain,,
,,23.0000,140.0000,150.0000,15.0000,775.0000,1400.0000,0.1877,,6000.0000,63.5000,53.0000,10.5000,,,,Liquid,Chain,Injection,
,,188.5000,,362.9000,22.7100,678.0000,1625.0000,0.3169,,3000.0000,103.5000,117.5000,11.4000,,,,Oil & air,Belt,Injection,
144.0000,,,,92.8000,7.2000,946.0000,1490.0000,,,,58.0000,54.5000,,,2025.0000,Cross / motocross,Liquid,Chain,Injection,
475.6000,,42.0000,145.0000,,16.0000,695.0000,1550.0000,,,7200.0000,69.0000,63.6000,11.5000,,,Custom / cruiser,,Belt,,
,,,,40.5000,,607.0000,889.0000,,,,,,,,2025.0000,"Minibike, cross",Liquid,Chain,,
,,,,99.6000,7.2000,946.0000,1490.0000,,,,66.4000,72.0000,,,,,Liquid,Chain,Injection,Husqvarna
1917.4000,104.0000,170.9000,,304.4000,18.9300,658.0000,1651.0000,0.3417,4800.0000,3000.0000,102.0000,114.0000,10.3000,2.9000,2025.0000,Custom / cruiser,Air,Belt,Injection,
249.0000,25.5000,25.0000,129.0000,,15.5000,720.0000,1545.0000,,9000.0000,5500.0000,53.5000,55.4000,11.8000,,2025.0000,Custom / cruiser,Liquid,Belt,,Benda
,,,,40.0000,2.8000,680.0000,1038.0000,,,,39.0000,41.7000,,,,,Liquid,Chain,Carburettor,
1868.0000,,161.4000,,495.8000,22.7100,665.0000,1670.0000,0.1815,,2750.0000,102.0000,114.3000,10.5000,,,Custom / cruiser,Oil & air,Belt,Injection,
,,12.5000,105.0000,147.0000,10.0000,810.0000,1345.0000,0.0894,,7000.0000,57.0000,58.7000,11.3000,,,,Air,Chain,Injection,Benelli
,,,,99.6000,7.2000,946.0000,1490.0000,,,,66.4000,72.0000,,,,,Liquid,Chain,Injection,Husqvarna
,,,,42.6000,,680.0000,889.0000,,,,,,,,,,Liquid,Chain,,Cobra
,,162.7000,,316.2000,18.9000,668.0000,1630.0000,0.3100,,2500.0000,102.0000,114.3000,10.3000,,,,Air,Belt,Injection,Harley-Davidson
293.0000,,,,99.6000,7.2000,946.0000,1490.0000,,,,72.0000,72.0000,,,2025.0000,Cross / motocross,Liquid,Chain,Injection,
175.3000,,14.0000,110.0000,147.0000,10.0000,810.0000,1345.0000,0.0755,,7000.0000,64.0000,54.5000,11.0000,,,Naked bike,Air,Chain,Injection,
65.0000,,,,53.1000,2.8000,762.0000,1130.0000,,,,44.5000,41.7000,,,,"Minibike, cross",Liquid,Chain,Carburettor,Cobra
,,173.6000,,294.8000,18.9300,686.0000,1615.0000,0.3493,,4000.0000,103.5000,114.3000,10.3000,,,,Air,Belt,Injection,
293.0000,,,,99.6000,7.2000,946.0000,1490.0000,,,,72.0000,72.0000,,,,Cross / motocross,Liquid,Chain,Injection,
,,25.6000,160.0000,195.0000,16.0000,795.0000,1410.0000,0.1926,,9750.0000,65.0000,45.2000,12.0000,,,,Liquid,Chain,Injection,
,,120.0000,48.3000,,,762.0000,1234.0000,,,,,,,,,,Air,Chain,,
1923.0000,,173.6000,,314.8000,18.9000,686.0000,1615.0000,0.3621,,4000.0000,103.5000,114.3000,10.3000,,,Custom / cruiser,Air,Belt,Injection,Harley-Davidson
49.0000,,,,42.5000,2.3000,653.0000,1026.0000,,,,39.5000,40.7000,,,2025.0000,Cross / motocross,Liquid,Chain,Carburettor,Husqvarna
500.0000,47.6000,46.0000,160.0000,220.0000,21.5000,760.0000,1580.0000,0.2164,8500.0000,5000.0000,69.0000,66.8000,11.5000,,2025.0000,Allround,Liquid,Chain,Injection,Benelli
,,,,105.0000,5.0000,745.0000,1300.0000,,,,52.4000,57.0000,,,,,Air,Chain,Carburettor,
975.1000,91.0000,97.6000,,209.6000,11.7300,688.0000,1544.0000,0.4342,7500.0000,5750.0000,97.0000,66.0000,12.1000,,2025.0000,Sport,Air,Belt,Injection,
,,,,53.5000,3.5000,730.0000,1142.0000,,,,45.0000,40.8000,,,,,Liquid,Chain,Carburettor,
,,67.0000,190.0000,,14.5000,810.0000,1460.0000,,,6500.0000,88.0000,62.0000,11.5000,,,,Liquid,Chain,Injection,
49.5000,,,,75.0000,5.0000,745.0000,1225.0000,,,,40.0000,39.4000,,,,Scooter,Air,Belt,Carburettor,
84.9000,,,,68.0000,5.0000,835.0000,1282.0000,,,,47.0000,40.8000,,,,Cross / motocross,Liquid,Chain,Carburettor,
,,97.6000,,210.9000,11.7300,688.0000,1544.0000,0.4314,,5750.0000,97.0000,66.0000,12.0000,,,,Air,Belt,Injection,
,,29.0000,120.0000,197.0000,12.0000,780.0000,1440.0000,0.1055,,4500.0000,72.7000,90.0000,8.5000,,,,Air,Chain,Injection,Benelli
,,11.0000,140.0000,160.0000,17.3000,745.0000,1300.0000,0.0794,,7500.0000,56.5000,49.5000,10.7000,,,,Air,Chain,Injection,
,,128.8000,,242.2000,21.2000,790.0000,1585.0000,0.6193,,6750.0000,104.9000,72.4000,13.0000,,,,Liquid,Chain,Injection,
,,,,69.0000,5.2000,861.0000,1282.0000,,,,47.0000,49.0000,,,,,Liquid,Chain,Carburettor,Husqvarna
125.0000,12.6000,10.0000,99.0000,137.0000,12.5000,800.0000,1370.0000,0.0920,9500.0000,8500.0000,54.0000,54.5000,11.6000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,
124.1000,14.8000,,,145.0000,15.0000,780.0000,1390.0000,0.1021,10800.0000,,56.5000,49.5000,11.8000,,2025.0000,Sport,Liquid,Chain,Injection,Daelim
1252.1000,,123.4000,,242.2000,21.2000,790.0000,1570.0000,0.6151,,6750.0000,104.9000,72.4000,13.0000,,,Super motard,Liquid,Chain,Injection,
124.8000,,,,100.0000,8.5000,952.0000,1489.0000,,,,54.0000,54.5000,,,,Enduro / offroad,Liquid,Chain,Carburettor,Husqvarna
,,21.0000,129.0000,155.0000,12.5000,800.0000,1380.0000,0.1644,,8000.0000,72.0000,61.2000,11.2000,,,,Liquid,Chain,Injection,
278.3000,,29.0000,,154.3000,11.0000,810.0000,1405.0000,0.1555,,7000.0000,,,,,,Allround,Liquid,Chain,Carburettor,
,,176.3000,,363.8000,22.7100,676.0000,1625.0000,0.2886,,3250.0000,103.5000,114.3000,10.3000,,,,Air,Belt,Injection,
144.0000,,,,100.2000,8.5000,952.0000,1489.0000,,,,58.0000,54.5000,,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,
500.0000,,46.0000,160.0000,,13.5000,810.0000,1460.0000,,,6000.0000,69.0000,66.8000,11.5000,,,Super motard,Liquid,Chain,Injection,Benelli
,,200.0000,193.1000,,,813.0000,1397.0000,,,,,,,,,,Liquid,Chain,,Damon
,,161.4000,,509.8000,22.7100,673.0000,1669.0000,0.1765,,2750.0000,102.0000,114.3000,10.5000,,,,Air,Belt,Injection,
,,,,107.0000,8.5000,952.0000,1489.0000,,,,66.4000,72.0000,,,,,Liquid,Chain,Injection,
,,46.0000,160.0000,,12.7000,840.0000,1460.0000,,,6000.0000,69.0000,66.8000,11.5000,,,,Liquid,Chain,Injection,
,,,200.0000,,,795.0000,1538.0000,,,,,,,,2025.0000,Sport,Air,,,
1868.0000,95.0000,165.4000,,351.1000,22.7100,696.0000,1625.0000,0.2706,5020.0000,2750.0000,102.0000,114.3000,10.5000,3.4000,2025.0000,Touring,Air,Belt,Injection,
,,,,107.0000,8.5000,952.0000,1489.0000,,,,66.4000,72.0000,,,,,Liquid,Chain,Injection,Husqvarna
754.0000,,67.0000,190.0000,212.0000,15.0000,800.0000,1460.0000,0.3542,,6500.0000,88.0000,62.0000,11.5000,,,Naked bike,Liquid,Chain,Injection,
,,,,,5.5000,,1220.0000,,,,,,,,,,Air,Chain,,
1252.1000,,126.1000,,220.9000,11.7300,734.0000,1519.0000,0.5478,,6000.0000,105.0000,72.3000,12.0000,,,Sport,Air,Belt,Injection,Harley-Davidson
293.2000,,,,107.0000,8.0000,952.0000,1489.0000,,,,72.0000,72.0000,,,,Enduro / offroad,Liquid,Chain,Injection,Husqvarna
754.0000,80.5000,67.0000,190.0000,224.0000,15.0000,825.0000,1480.0000,0.3592,9000.0000,6500.0000,88.0000,62.0000,11.5000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,
937.0000,110.0000,92.0000,,223.0000,21.0000,875.0000,1608.0000,0.4933,9250.0000,6500.0000,94.0000,67.5000,13.3000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,
1917.4000,98.0000,162.7000,,286.2000,13.2000,655.0000,1630.0000,0.3424,4600.0000,2500.0000,102.0000,114.3000,10.3000,,2025.0000,Custom / cruiser,Air,Belt,Injection,
,,,,107.0000,8.5000,952.0000,1489.0000,,,,72.0000,72.0000,,,,,Liquid,Chain,Injection,
,,55.0000,190.0000,210.0000,15.0000,820.0000,1480.0000,0.3831,,8000.0000,65.0000,45.2000,11.5000,,,,Liquid,Chain,Injection,
,,92.0000,,210.0000,21.0000,845.0000,1608.0000,0.5238,,6500.0000,94.0000,67.5000,13.3000,,,,Liquid,Chain,Injection,
,,176.3000,,351.1000,22.7100,714.0000,1625.0000,0.2991,,3250.0000,103.5000,114.3000,10.3000,,,,Air,Belt,Injection,
,,,,108.5000,8.5000,952.0000,1489.0000,,,,72.0000,72.0000,,,,,Liquid,Chain,Injection,
125.0000,,10.0000,,124.0000,7.2000,780.0000,1215.0000,0.0895,,7000.0000,54.0000,54.5000,9.8000,,,"Minibike, sport",Air,Chain,Injection,
937.0000,,92.0000,,211.0000,21.0000,875.0000,1625.0000,0.5213,,6500.0000,94.0000,67.5000,13.3000,,,Enduro / offroad,Liquid,Chain,Injection,Ducati
1917.4000,105.0000,176.3000,,351.1000,22.7100,683.0000,1625.0000,0.2991,4600.0000,3250.0000,103.5000,114.3000,10.3000,,2025.0000,Touring,Air,Belt,Injection,Harley-Davidson
,,,,102.3000,8.5000,954.0000,1493.0000,,,,72.0000,72.0000,,,,,Liquid,Chain,Injection,
249.0000,,21.1000,129.0000,164.0000,18.0000,800.0000,1390.0000,0.1573,,8000.0000,76.0000,61.2000,11.2000,,,Touring,Liquid,Chain,Injection,
,,126.0000,,211.0000,20.0000,790.0000,1593.0000,0.7962,,7500.0000,83.0000,53.5000,14.0000,,,,Liquid,Chain,Injection,Ducati
1868.0000,93.0000,162.7000,,543.9000,22.7100,688.0000,1670.0000,0.1710,5020.0000,2500.0000,102.0000,114.3000,10.5000,,2025.0000,Touring,Air,Belt,Injection,Harley-Davidson
,,,,102.0000,8.5000,954.0000,1493.0000,,,,72.0000,72.0000,,,,,Liquid,Chain,Injection,Husqvarna
659.0000,77.5000,63.0000,,,12.0000,849.0000,1443.0000,,9750.0000,8000.0000,116.0000,62.4000,13.1000,,2025.0000,Super motard,Liquid,Chain,Injection,
,,46.0000,165.0000,210.0000,20.0000,835.0000,1505.0000,0.2235,,6000.0000,69.0000,66.8000,11.5000,,,,Liquid,Chain,Injection,Benelli
440.0000,27.0000,38.0000,,,13.5000,805.0000,1418.0000,,6000.0000,4000.0000,79.6000,88.4000,9.5000,,2025.0000,Allround,Oil & air,Chain,Injection,
,,37.0000,,180.0000,16.0000,820.0000,1475.0000,0.5737,,7000.0000,88.0000,65.7000,12.5000,,,,Liquid,Chain,Injection,Husqvarna
500.0000,47.6000,46.0000,165.0000,213.0000,20.0000,860.0000,1505.0000,0.2235,8500.0000,6000.0000,69.0000,66.8000,11.5000,,2025.0000,Allround,Liquid,Chain,Injection,
,,,,117.0000,6.0000,,1160.0000,0.1547,,,,,11.1000,,,,Liquid,Chain,Carburettor,Hartford
,,63.0000,,,12.0000,849.0000,1443.0000,,,8000.0000,116.0000,62.4000,13.1000,,,,Liquid,Chain,Injection,Ducati
296.0000,,,128.0000,172.0000,12.5000,740.0000,1435.0000,0.1709,,,57.0000,48.8000,10.3000,,,Custom / cruiser,Liquid,Chain,Injection,
937.0000,,96.0000,,,14.5000,870.0000,1493.0000,,,7250.0000,94.0000,67.5000,13.3000,,,Super motard,Liquid,Chain,Injection,
,,70.0000,180.0000,219.0000,20.0000,810.0000,1505.0000,0.3153,,6000.0000,83.0000,64.5000,11.6000,,,,Liquid,Chain,Injection,
125.0000,,,80.0000,120.2000,9.4600,739.0000,1062.0000,,,,,,,,,"Minibike, sport",Air,Chain,Carburettor,
223.0000,19.2000,10.9000,,140.0000,12.0000,860.0000,1370.0000,0.1370,7500.0000,6000.0000,63.5000,62.2000,9.2000,,2025.0000,Enduro / offroad,Air,Chain,Carburettor,
,,96.0000,,176.0000,14.5000,870.0000,1498.0000,0.6477,,7250.0000,94.0000,67.5000,13.3000,,,,Liquid,Chain,Injection,
,,8.5000,112.7000,126.0000,12.0000,740.0000,,0.0794,,,,,,,,,Air,Chain,Carburettor,
698.0000,69.1000,70.0000,180.0000,222.0000,20.0000,830.0000,1505.0000,0.3111,8000.0000,6000.0000,83.0000,64.5000,11.6000,3.5000,2025.0000,Allround,Liquid,Chain,Injection,Benelli
249.0000,,,,103.5000,9.5000,930.0000,1482.0000,,,,66.4000,72.0000,13.2000,,,Enduro / offroad,Liquid,Chain,Carburettor,Beta
49.5000,,2.0000,,136.1000,6.3000,787.0000,1290.0000,0.0138,,4500.0000,38.4000,41.4000,10.5000,,,"Minibike, sport",Air,Belt,Carburettor,Ice Bear
150.0000,,,,158.8000,6.4300,,,,,,,,,,,Scooter,Air,Belt,Carburettor,Ice Bear
937.0000,114.0000,96.0000,,175.0000,14.5000,890.0000,1498.0000,0.6514,9000.0000,7250.0000,94.0000,67.5000,13.3000,,2025.0000,Super motard,Liquid,Chain,Injection,Ducati
,,,,103.5000,9.5000,930.0000,1482.0000,,,,73.0000,69.9000,11.6000,,,,Liquid,Chain,Carburettor,
,,10.4000,,,12.0000,793.0000,1265.0000,,,4000.0000,52.4000,57.8000,9.1000,,,,Air,Chain,Injection,
937.0000,,93.0000,,179.0000,14.0000,820.0000,1474.0000,0.6201,,6500.0000,94.0000,67.5000,13.3000,,,Naked bike,Liquid,Chain,Injection,
210.0000,,20.7000,,,13.0000,830.0000,1446.0000,,,7250.0000,73.0000,50.0000,12.0000,,,Sport,Liquid,Chain,Injection,Hero
,,93.0000,,177.0000,14.0000,840.0000,1472.0000,0.6271,,6500.0000,94.0000,67.5000,13.3000,,,,Liquid,Chain,Injection,
292.6000,,,,103.4000,9.5000,930.0000,1482.0000,,,,73.0000,69.9000,11.6000,,,Enduro / offroad,Liquid,Chain,Carburettor,
125.0000,,,80.0000,120.2000,9.4600,650.0000,950.0000,,,,,,,,2025.0000,"Minibike, cross",Air,Chain,Carburettor,
,,,,103.4000,9.5000,930.0000,1482.0000,,,,66.4000,72.0000,13.2000,,,,Liquid,Chain,Carburettor,Beta
,,25.0000,,,11.5000,806.0000,1357.0000,,,7250.0000,73.0000,59.5000,12.0000,,,,Air,Chain,Injection,
,,93.0000,,177.0000,14.0000,840.0000,1472.0000,0.6271,,6500.0000,94.0000,67.5000,13.3000,,,,Liquid,Chain,Injection,Ducati
,,2.0000,,158.8000,4.2000,599.0000,1598.0000,0.0118,,4500.0000,38.4000,41.4000,,,,,Air,Belt,Carburettor,Ice Bear
,,2.0000,,136.1000,8.5000,780.0000,1311.0000,0.0138,,4500.0000,38.4000,41.4000,10.5000,,,,Air,Belt,Carburettor,
1158.0000,170.0000,124.0000,,,22.0000,840.0000,1566.0000,,10750.0000,9000.0000,83.0000,53.5000,14.0000,,2025.0000,Sport touring,Liquid,Chain,Injection,
,,8.8000,83.0000,,5.3000,765.0000,1238.0000,,,5500.0000,47.0000,63.1000,10.0000,,,,Air,Belt,Injection,Honda
,,14.7000,,133.4000,8.1000,780.0000,1323.0000,0.1186,,6500.0000,60.0000,55.5000,12.0000,,,,Liquid,Belt,Injection,Honda
349.1000,,,,107.5000,9.0000,940.0000,1490.0000,,,,88.0000,57.4000,13.2000,,,Enduro / offroad,Liquid,Chain,Injection,Beta
,,,67.0000,145.2000,5.3000,810.0000,1280.0000,,,,,,,,,,Air,Belt,Carburettor,
,,124.0000,,214.0000,22.0000,840.0000,1595.0000,0.7944,,9000.0000,83.0000,53.5000,14.0000,,,,Liquid,Chain,Injection,
1083.0000,,105.0000,,,24.8000,851.0000,1575.0000,,,6250.0000,92.0000,81.5000,10.1000,,,Enduro / offroad,Liquid,Chain,Injection,Honda
1158.0000,170.0000,121.0000,,227.0000,29.9000,871.0000,1572.0000,0.7489,10750.0000,8750.0000,83.0000,53.5000,14.0000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,
,,,,107.5000,9.0000,950.0000,1490.0000,,,,88.0000,63.4000,12.5000,,,,Liquid,Chain,Injection,
,,,48.3000,215.5000,4.5400,780.0000,1590.0000,,,,,,,,,,Air,Chain,Carburettor,
430.9000,,,,108.5000,9.0000,940.0000,1490.0000,,,,95.0000,60.8000,12.3000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,
,,105.0000,,,24.9800,836.0000,1570.0000,,,6250.0000,92.0000,81.5000,10.5000,,,,Liquid,Chain,Injection,
1103.0000,,118.0000,,225.0000,22.0000,840.0000,1592.0000,0.8000,,9500.0000,81.0000,53.5000,14.0000,,,Sport,Liquid,Chain,Injection,Ducati
,,2.0000,48.3000,215.5000,4.5400,780.0000,1590.0000,0.0087,,4500.0000,38.4000,41.4000,10.5000,,,,Air,Chain,Carburettor,
477.5000,,,,108.5000,9.0000,940.0000,1490.0000,,,,100.0000,60.8000,11.9000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,Beta
1083.0000,101.0000,105.0000,,,24.9800,836.0000,1570.0000,,7500.0000,6250.0000,92.0000,81.5000,10.5000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,
,,124.0000,,,22.0000,840.0000,1566.0000,,,9000.0000,83.0000,53.5000,14.0000,,,,Liquid,Chain,Injection,
150.0000,1.9000,2.0000,48.3000,258.6000,6.2000,749.0000,1669.0000,0.0073,5500.0000,4500.0000,38.4000,41.4000,10.5000,,2025.0000,Allround,Air,Chain,Carburettor,Ice Bear
,,,67.0000,120.2000,6.3000,831.0000,1280.0000,,,,,,,,,,Air,Chain,Carburettor,Ice Bear
,,,,97.0000,9.5000,930.0000,1477.0000,,,,62.0000,63.0000,13.6000,,,,Liquid,Chain,Carburettor,
,,,,,,790.0000,1256.0000,,,,,,,,,,Air,Belt,,Honda
124.8000,,,,94.0000,9.5000,930.0000,1477.0000,,,,54.0000,54.5000,15.2000,,2025.0000,Enduro / offroad,Liquid,Chain,Carburettor,
998.0000,143.5000,104.0000,,,16.2000,830.0000,1455.0000,,10500.0000,8250.0000,76.0000,56.5000,11.6000,,2025.0000,Naked bike,Liquid,Chain,Injection,Honda
955.0000,,104.0000,,176.0000,17.0000,840.0000,1436.0000,0.8807,,9000.0000,100.0000,60.8000,12.5000,,,Sport,Liquid,Chain,Injection,
49.5000,,2.0000,48.3000,258.6000,4.5400,749.0000,1669.0000,0.0073,,4500.0000,38.4000,41.4000,10.5000,,,Allround,Air,Chain,Carburettor,
,,104.0000,,175.7000,17.0000,840.0000,1436.0000,0.8822,,9000.0000,100.0000,60.8000,12.5000,,,,Liquid,Chain,Injection,
286.0000,,22.9000,,,9.8400,803.0000,1328.0000,,,,76.0000,63.0000,10.7000,,,Sport,Liquid,Chain,Injection,
,,,,107.5000,9.1000,940.0000,1491.0000,,,,88.0000,57.4000,13.2000,,,,Liquid,Chain,Injection,
,,,,158.8000,6.4300,,,,,,,,,,,,Air,Belt,Carburettor,
385.6000,,,,107.5000,9.0000,940.0000,1490.0000,,,,88.0000,63.4000,12.5000,,2025.0000,Enduro / offroad,Liquid,Chain,Injection,
,,104.0000,,176.0000,17.0000,835.0000,1438.0000,0.8807,,9000.0000,100.0000,60.8000,12.5000,,,,Liquid,Chain,Injection,Ducati
