displacement_ccm,power_hp,torque_nm,top_speed_kmh,dry_weight_kg,fuel_capacity_l,seat_height_mm,wheelbase_mm,bore_mm,stroke_mm,compression_ratio,power_weight_ratio,power_rpm,category,cooling,transmission,fuel_system,brand,rating,year
1198.4000,160.0000,136.0000,,212.0000,20.0000,825.0000,1529.0000,106.0000,67.9000,12.5000,0.7547,9500.0000,Allround,Liquid,Chain,Injection,,3.6000,2017.0000
124.6000,,9.0000,90.0000,155.0000,13.0000,,,,,9.0000,0.0779,,Custom / cruiser,Liquid,Chain,Carburettor,,,
821.0000,,89.4000,,179.5000,17.5000,785.0000,1480.0000,88.0000,67.5000,12.8000,0.6240,,Naked bike,Air,Chain,Injection,,3.2000,
124.8000,11.4000,11.2000,,106.0000,5.5000,765.0000,1280.0000,52.4000,57.9000,,0.1075,8500.0000,Scooter,Liquid,Belt,Injection,,3.7000,2017.0000
1202.0000,,96.0000,,250.0000,12.5000,785.0000,1505.0000,88.9000,96.8000,10.0000,0.2680,,Naked bike,Air,Belt,Injection,,3.1000,
803.0000,75.0000,68.9000,,175.0000,16.5000,785.0000,1480.0000,88.0000,66.0000,11.0000,0.4286,8250.0000,Naked bike,Air,Chain,Injection,,3.7000,2017.0000
249.0000,,19.5000,128.8000,130.0000,12.0000,780.0000,,,,,0.1615,,Classic,,Chain,Carburettor,,,
471.0000,,43.0000,,176.0000,15.7000,790.0000,1410.0000,67.0000,66.8000,10.7000,0.2667,,Naked bike,Liquid,Chain,Injection,Honda,2.9000,
124.7000,,11.2000,,128.0000,13.0000,792.0000,1270.0000,52.4000,57.8000,9.2000,0.0870,,Sport,Air,Chain,Injection,,3.1000,
937.0000,,96.2000,,205.7000,20.0000,840.0000,1594.0000,94.0000,67.5000,12.6000,0.7778,,Allround,Liquid,Chain,Injection,,3.2000,
1078.0000,98.0000,105.0000,220.0000,174.6000,13.5000,810.0000,1465.0000,98.0000,71.5000,10.5000,0.5613,7750.0000,Super motard,Oil & air,Chain,Injection,,,2017.0000
113.7000,,8.1000,,104.0000,3.7000,745.0000,1270.0000,50.0000,57.9000,8.8000,0.0692,,Scooter,Air,Belt,Carburettor,Yamaha,,
49.0000,3.2000,2.8000,,99.8000,6.0600,762.0000,,,,10.4000,0.0323,8000.0000,Scooter,Air,Belt,Carburettor,Bintelli,,2017.0000
124.6000,12.4000,10.9000,,150.0000,9.6000,740.0000,1382.0000,,,,0.0823,8000.0000,Scooter,Liquid,Belt,Injection,,,2017.0000
1690.0000,75.0000,126.0000,,320.0000,18.9300,660.0000,1630.0000,98.4000,111.1000,9.7000,0.2344,5020.0000,Custom / cruiser,Air,Belt,Injection,Harley-Davidson,,2017.0000
249.0000,,22.0000,,130.0000,14.0000,785.0000,1370.0000,77.0000,53.6000,11.5000,0.1908,,Classic,Liquid,Chain,Injection,FB Mondial,2.9000,
49.4000,,,,99.0000,8.0000,780.0000,1340.0000,40.0000,39.3000,10.9000,,,Scooter,Air,Belt,Carburettor,,,2017.0000
49.9000,,,,96.0000,6.5000,850.0000,1390.0000,39.9000,40.0000,11.5000,,,Super motard,Liquid,Chain,Carburettor,,,2017.0000
449.5000,,42.8000,145.0000,125.5000,20.0000,890.0000,1510.0000,98.0000,59.6000,12.0000,0.3206,,Super motard,Liquid,Chain,Injection,,3.6000,
1078.0000,98.0000,105.0000,220.0000,168.0000,14.0000,810.0000,1465.0000,98.0000,71.5000,10.5000,0.5833,7750.0000,Super motard,Oil & air,Chain,Injection,Bimota,,2017.0000
1690.0000,80.0000,130.0000,,295.0000,17.7900,680.0000,1715.0000,98.4000,111.3000,9.7000,0.2712,5020.0000,Custom / cruiser,Air,Belt,Injection,Harley-Davidson,2.5000,2017.0000
1688.0000,,136.0000,,320.0000,18.9300,616.0000,1638.0000,98.4000,111.3000,9.7000,,,Custom / cruiser,Air,Belt,Injection,,,2017.0000
249.2000,25.0000,21.5000,,143.0000,17.0000,795.0000,1400.0000,72.0000,61.5000,11.2000,0.1748,9000.0000,Naked bike,Liquid,Chain,Injection,,3.6000,2017.0000
2442.0000,,,,262.0000,18.5000,786.0000,1527.0000,90.0000,64.0000,9.9000,,,Naked bike,Liquid,Chain,Injection,FGR,,2017.0000
1247.0000,120.7000,111.0000,,289.0000,18.9300,675.0000,1705.0000,105.0000,72.0000,11.5000,0.4176,8000.0000,Naked bike,Liquid,Belt,Injection,,2.8000,2017.0000
124.0000,,,,110.0000,8.0000,825.0000,1384.0000,56.5000,49.5000,9.2000,,,Allround,Air,Chain,Carburettor,Derbi,,2017.0000
249.6000,,22.5000,,165.1000,19.9800,787.0000,1330.0000,77.0000,53.6000,11.6000,0.1503,,Sport,Liquid,Chain,Injection,,,
1198.0000,,131.4000,260.0000,177.0000,18.0000,800.0000,1435.0000,106.0000,67.9000,11.5000,0.9153,,Naked bike,Liquid,Chain,Injection,,,
1747.0000,,150.0000,,492.0000,22.7100,700.0000,1670.0000,100.0000,111.1000,10.0000,0.1789,,Custom / cruiser,Oil & air,Belt,Injection,,3.6000,
249.0000,,60.0000,,139.0000,9.5000,685.0000,1490.0000,49.0000,66.0000,10.0000,,,Allround,Air,Chain,Carburettor,Yamaha,,2018.0000
803.0000,,,,165.0000,16.0000,757.0000,1390.0000,88.0000,66.0000,11.1000,,,Naked bike,Oil & air,Chain,Injection,,,
1078.0000,,105.0000,,169.0000,16.0000,810.0000,1430.0000,98.0000,71.5000,10.7000,0.5799,,Sport,Oil & air,Chain,Injection,,,
600.0000,,52.0000,,208.0000,15.0000,800.0000,1480.0000,65.0000,45.2000,11.5000,0.3942,,Naked bike,Liquid,Chain,Injection,,,
124.1000,12.7000,11.0000,140.0000,154.0000,16.8000,720.0000,,,,10.7000,0.0825,9700.0000,Custom / cruiser,Oil & air,Chain,Injection,Daelim,3.6000,2017.0000
839.3000,76.0000,76.4000,,249.0000,18.5000,780.0000,1593.0000,88.0000,69.0000,,0.3052,7750.0000,Scooter,Liquid,Belt,Injection,Aprilia,,2017.0000
647.0000,60.0000,63.0000,175.4000,236.8000,15.9000,800.0000,1591.0000,79.0000,66.0000,11.6000,0.2534,7500.0000,Scooter,Liquid,Chain,Injection,BMW,,2017.0000
299.3000,,,,107.0000,9.5000,950.0000,1480.0000,72.0000,72.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,GAS GAS,3.3000,2017.0000
1690.0000,75.0000,126.0000,,308.0000,18.9000,650.0000,1636.0000,98.4000,111.3000,9.6000,0.2435,5020.0000,Custom / cruiser,Air,Belt,Injection,Harley-Davidson,3.1000,2017.0000
1198.0000,,128.0000,280.0000,159.0000,18.0000,800.0000,1390.0000,106.0000,67.9000,12.7000,1.0629,,Sport,Liquid,Chain,Injection,Bimota,,
499.6000,47.6000,45.0000,,210.0000,20.0000,815.0000,1535.0000,69.0000,66.8000,11.5000,0.2267,8500.0000,Enduro / offroad,Liquid,Chain,Injection,Benelli,3.2000,2017.0000
1690.0000,,130.0000,,307.0000,18.9300,705.0000,1621.0000,98.4000,111.3000,9.7000,0.2606,,Custom / cruiser,Air,Belt,Injection,,3.3000,
499.6000,47.6000,45.0000,,170.0000,15.0000,815.0000,1450.0000,69.0000,66.8000,11.5000,0.2800,8500.0000,Enduro / offroad,Liquid,Chain,Injection,,2.7000,2017.0000
124.8000,,9.6000,,116.0000,7.2000,790.0000,1250.0000,54.0000,54.5000,9.8000,0.0957,,Naked bike,Air,Chain,Injection,Benelli,3.0000,
1078.0000,98.0000,105.0000,,167.0000,16.0000,800.0000,1390.0000,98.0000,71.5000,10.7000,0.5868,7500.0000,Naked bike,Oil & air,Chain,Injection,,,2017.0000
1077.0000,175.0000,121.0000,,184.0000,18.5000,825.0000,1445.0000,81.0000,52.3000,13.0000,0.9511,11000.0000,Naked bike,Liquid,Chain,Injection,Aprilia,3.8000,2017.0000
1690.0000,,126.0000,,320.0000,18.9300,670.0000,1635.0000,98.4000,111.1000,9.7000,0.2469,,Custom / cruiser,Air,Belt,Injection,,3.4000,
49.0000,,3.3000,45.0000,85.0000,,,1210.0000,,,10.5000,0.0426,,Scooter,Air,Belt,Carburettor,Baotian,3.0000,
124.6000,,,,127.0000,9.6000,770.0000,1350.0000,56.0000,50.7000,10.8000,0.0906,,Scooter,Oil & air,Chain,Injection,Daelim,3.6000,
2575.0000,,319.0000,,265.0000,22.0000,820.0000,1600.0000,86.0000,55.4000,12.0000,1.5736,,Sport,Liquid,Shaft,Injection,Aurora,,
124.1000,,,,145.0000,15.0000,780.0000,1380.0000,56.0000,50.7000,11.8000,0.1021,,Sport,Liquid,Chain,Injection,,3.5000,
1170.0000,110.0000,119.0000,,220.0000,18.0000,820.0000,1522.0000,101.0000,73.0000,12.0000,0.5000,7500.0000,Naked bike,Oil & air,Shaft,Injection,,3.8000,2017.0000
499.6000,,45.0000,,170.0000,15.0000,815.0000,1450.0000,69.0000,66.8000,11.5000,0.2800,,Enduro / offroad,Liquid,Chain,Injection,,2.9000,
999.0000,200.0000,112.0000,,179.0000,18.0000,828.0000,1430.0000,,,,1.1173,13000.0000,Naked bike,Liquid,Chain,Injection,,,2017.0000
749.9000,,80.9000,,193.0000,15.0000,810.0000,1440.0000,92.0000,56.4000,11.0000,0.4922,,Naked bike,Liquid,Chain,Injection,Aprilia,3.2000,
999.6000,,115.0000,,180.0000,18.5000,845.0000,1420.0000,78.0000,52.3000,13.6000,1.1167,,Sport,Liquid,Chain,Injection,,3.7000,
600.0000,80.5000,52.0000,,212.7000,14.9900,800.0000,1480.0000,65.0000,45.2000,11.5000,0.3784,11500.0000,Naked bike,Liquid,Chain,Injection,,3.3000,2017.0000
1916.0000,95.2000,148.0000,200.0000,245.0000,15.5000,800.0000,1576.0000,104.8000,111.1000,,0.3886,5100.0000,Naked bike,Air,Chain,Injection,,3.4000,2017.0000
125.0000,93.9000,9.6000,,98.0000,4.2000,760.0000,1260.0000,52.4000,57.9000,9.3000,0.9579,8000.0000,Scooter,Air,Belt,Injection,,,2018.0000
492.7000,40.0000,46.5000,,244.0000,12.0000,785.0000,1550.0000,94.0000,71.0000,10.5000,0.1639,7250.0000,Scooter,Liquid,Chain,Injection,Gilera,3.5000,2017.0000
449.5000,40.2000,42.8000,145.0000,125.5000,20.0000,890.0000,1510.0000,98.0000,59.6000,12.0000,0.3206,7000.0000,Super motard,Liquid,Chain,Injection,,,2017.0000
249.2000,,21.0000,,159.0000,17.0000,795.0000,1400.0000,72.0000,61.5000,11.2000,0.1541,,Naked bike,Liquid,Chain,Injection,Benelli,3.4000,
124.2000,13.4000,10.5000,,122.0000,14.0000,946.0000,1443.0000,58.0000,47.0000,12.6000,0.1099,9750.0000,Enduro / offroad,Liquid,Chain,Injection,,3.2000,2017.0000
999.0000,,114.0000,,178.0000,17.5000,814.0000,1439.0000,80.0000,49.7000,12.1000,0.8989,,Sport,Oil & air,Chain,Injection,,3.7000,
125.0000,8.2000,10.1000,,112.0000,7.6000,805.0000,1265.0000,52.4000,57.9000,10.0000,0.0730,7000.0000,Allround,Air,Chain,Carburettor,,,2018.0000
134.7000,13.0000,10.8000,,121.0000,7.2000,790.0000,1250.0000,54.0000,58.8000,9.8000,0.1074,9000.0000,Naked bike,Air,Chain,Injection,,3.2000,2017.0000
1690.0000,75.0000,125.0000,,309.0000,18.9300,650.0000,1710.0000,98.4000,111.1000,9.7000,0.2427,5000.0000,Custom / cruiser,Air,Belt,Injection,,3.3000,2017.0000
798.0000,75.0000,77.0000,192.0000,186.0000,16.0000,820.0000,1562.0000,82.0000,75.6000,12.0000,0.4032,7300.0000,Enduro / offroad,Liquid,Chain,Injection,,3.5000,2017.0000
654.7000,,65.0000,170.0000,238.0000,,860.0000,1510.0000,,,,0.2648,,Allround,Liquid,Chain,,,,
124.0000,,,,105.0000,5.0000,745.0000,1320.0000,56.0000,50.7000,,,,Scooter,Oil & air,Chain,Carburettor,,,
249.0000,,,,155.0000,11.0000,790.0000,1346.0000,73.0000,59.0000,12.0000,,,Naked bike,Oil & air,Chain,Injection,,3.6000,2017.0000
1340.0000,112.0000,214.0000,220.0000,295.0000,14.0000,650.0000,1920.0000,105.0000,76.0000,,0.3797,4200.0000,Naked bike,Oil & air,Belt,Turbo,,,2017.0000
150.1000,,,,130.0000,7.4000,,1320.0000,,,,0.0990,,Scooter,Liquid,Belt,Carburettor,KSR,,
249.0000,,,,102.2000,10.0000,960.0000,1482.0000,66.4000,72.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,,3.5000,2017.0000
223.0000,,,,112.0000,2.5000,940.0000,1384.0000,65.5000,66.2000,9.6000,,,Enduro / offroad,Air,Chain,Carburettor,,,2017.0000
999.0000,,90.0000,,172.0000,21.0000,830.0000,1465.0000,81.0000,48.5000,13.0000,0.5872,,Sport,Liquid,Chain,Injection,Honda,,
124.8000,,,,92.2000,10.0000,960.0000,1471.0000,54.0000,54.5000,,,,Enduro / offroad,Liquid,Chain,Carburettor,,3.5000,
125.0000,,9.5000,,160.0000,16.0000,,,54.0000,54.0000,10.0000,0.0595,,Classic,Air,Chain,Carburettor,,,
1301.0000,160.0000,140.0000,,217.0000,23.0000,890.0000,1580.0000,108.0000,75.0000,,0.7373,,Allround,Liquid,Chain,Injection,,3.9000,2017.0000
1100.0000,,108.0000,,125.0000,15.0000,,1400.0000,,,,0.9280,,Sport,,Chain,Injection,,,
293.0000,,,,100.5000,9.5000,960.0000,1482.0000,72.0000,72.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,KTM,3.5000,
1078.0000,158.0000,100.0000,265.0000,183.0000,23.0000,825.0000,1438.0000,79.0000,55.0000,13.0000,0.8634,11900.0000,Naked bike,Oil & air,Chain,Injection,,,2017.0000
125.0000,15.0000,,,137.0000,13.4000,830.0000,1357.0000,58.0000,47.2000,,0.1095,,Naked bike,Liquid,Chain,Injection,,3.2000,2017.0000
50.0000,,,,79.0000,5.0000,695.0000,1180.0000,37.8000,44.4000,10.1000,,,Scooter,Air,,Carburettor,Honda,,2017.0000
249.9000,,,,103.5000,8.5000,960.0000,1482.0000,78.0000,52.3000,,,,Enduro / offroad,Liquid,Chain,Injection,,3.6000,2017.0000
798.0000,,88.0000,269.0000,173.0000,16.5000,805.0000,1380.0000,79.0000,54.3000,13.0000,0.8555,,Sport,Liquid,Chain,Injection,MV Agusta,3.8000,
125.0000,11.7000,11.0000,,120.0000,7.5000,799.0000,1340.0000,52.4000,57.9000,11.0000,0.0973,8500.0000,Scooter,Liquid,Belt,Injection,,3.0000,2017.0000
49.0000,3.9000,,,92.0000,5.0000,,1280.0000,,,,0.0423,5750.0000,Scooter,Air,Belt,Carburettor,,3.6000,2017.0000
449.3000,,,,110.0000,9.5000,927.0000,1475.0000,95.0000,63.4000,,0.5727,,Super motard,Liquid,Chain,,,,
1078.0000,90.0000,,,157.0000,,,1400.0000,,,,0.5732,7750.0000,Super motard,Oil & air,Chain,Injection,,,2017.0000
471.0000,,43.0000,175.0000,185.1000,11.1700,691.0000,1491.0000,67.0000,66.8000,10.7000,0.2594,,Custom / cruiser,Liquid,Chain,Carburettor,Honda,3.7000,
249.9000,,,,108.3000,8.5000,970.0000,1482.0000,78.0000,52.3000,,,,Enduro / offroad,Liquid,Chain,Carburettor,Husqvarna,3.8000,
1000.0000,100.0000,92.0000,,135.0000,15.0000,,1400.0000,,,10.0000,0.7407,7600.0000,Sport,Air,Chain,Injection,NCR,,2017.0000
1301.0000,177.0000,,,195.0000,18.0000,835.0000,1482.0000,108.0000,71.0000,,0.9077,,Naked bike,Liquid,Chain,Injection,KTM,3.9000,2017.0000
249.0000,,,,100.5000,9.5000,960.0000,1482.0000,66.4000,72.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,,3.2000,
1301.0000,,140.0000,,222.0000,30.0000,860.0000,1560.0000,108.0000,75.0000,,0.7207,,Allround,Liquid,Chain,Injection,,4.5000,
1050.0000,,,,205.0000,23.0000,850.0000,1560.0000,103.0000,63.0000,,0.6098,,Allround,Liquid,Chain,Injection,KTM,3.7000,
1100.0000,,143.0000,,126.0000,13.0000,,1400.0000,,,10.0000,1.0476,,Sport,Oil & air,Chain,Injection,,,
249.0000,27.0000,22.7000,,188.7000,17.4100,830.0000,1435.0000,57.0000,48.8000,10.2000,0.1431,10500.0000,Sport,Oil & air,Chain,Injection,Hyosung,4.3000,2017.0000
798.0000,,86.0000,245.0000,168.0000,16.6000,810.0000,1380.0000,79.0000,54.3000,13.3000,0.8333,,Naked bike,Oil & air,Chain,Injection,,4.2000,
848.0000,,120.0000,,155.0000,,,,,,,0.9355,,Sport,Oil & air,Chain,Injection,NCR,,
349.7000,58.0000,,,100.6000,8.5000,960.0000,1482.0000,88.0000,57.5000,11.1000,0.5765,,Enduro / offroad,Liquid,Chain,,Husqvarna,3.9000,2017.0000
961.0000,80.0000,90.0000,,188.0000,17.0000,813.0000,1420.0000,88.0000,79.0000,10.0000,0.4255,6500.0000,Classic,Air,Chain,Injection,Norton,,2017.0000
125.0000,9.7000,,,108.0000,6.0000,,1280.0000,,,,0.0894,8000.0000,Scooter,Air,Belt,Carburettor,KSR,,2017.0000
798.0000,125.0000,81.0000,245.0000,167.0000,16.6000,810.0000,1380.0000,79.0000,54.3000,13.3000,0.7485,11600.0000,Naked bike,Oil & air,Chain,Injection,MV Agusta,4.0000,2017.0000
449.3000,,,,106.5000,8.5000,960.0000,1482.0000,95.0000,63.4000,,,,Enduro / offroad,Liquid,Chain,Injection,,3.5000,
1218.0000,,138.0000,,219.0000,17.0000,780.0000,1475.0000,68.2000,55.4000,12.5000,0.7306,,Naked bike,Liquid,Chain,Injection,,,
125.0000,,,,105.0000,5.5000,,1300.0000,,,,0.0920,,Scooter,Air,Belt,Carburettor,,,
125.0000,11.9000,,,146.0000,8.6000,,1415.0000,,,,0.0818,8250.0000,Scooter,Liquid,Belt,Carburettor,,,2017.0000
998.0000,,115.0000,302.0000,175.0000,17.0000,830.0000,1430.0000,79.0000,50.9000,13.4000,1.2114,,Sport,Liquid,Chain,Injection,,,
124.5000,,,,120.0000,17.0000,830.0000,1435.0000,,,10.2000,,,Sport,Oil & air,Chain,Carburettor,Hyosung,3.3000,
675.0000,128.0000,71.0000,260.0000,173.0000,16.5000,812.0000,1380.0000,79.0000,45.9000,13.0000,0.7399,14500.0000,Sport,Liquid,Chain,Injection,,4.0000,2017.0000
510.4000,,,,107.0000,8.5000,960.0000,1482.0000,95.0000,72.0000,,,,Enduro / offroad,Liquid,Chain,Injection,KTM,3.6000,2017.0000
1200.0000,200.0000,130.0000,,179.0000,18.0000,,1430.0000,82.0000,56.8000,13.6000,1.1173,12500.0000,Sport,Liquid,Chain,Injection,,,2017.0000
49.0000,,3.8000,,95.0000,4.3000,735.0000,1215.0000,37.8000,44.0000,10.0000,0.0522,,Scooter,Air,Belt,Injection,Honda,2.9000,
143.9000,,,,91.5000,9.5000,960.0000,1471.0000,58.0000,54.5000,,,,Enduro / offroad,Liquid,Chain,Carburettor,KTM,2.8000,2017.0000
449.3000,,,,110.4000,8.5000,970.0000,1482.0000,95.0000,63.4000,11.8000,,,Enduro / offroad,Liquid,Chain,,,3.5000,2017.0000
349.7000,45.0000,,,104.5000,8.5000,960.0000,1482.0000,88.0000,57.5000,,0.4306,,Enduro / offroad,Liquid,Chain,Injection,,3.7000,2017.0000
690.0000,,,,147.5000,,865.0000,1466.0000,105.0000,80.0000,,0.5085,,Naked bike,Liquid,Chain,Injection,,3.4000,
249.0000,,22.0000,,161.0000,12.0000,725.0000,1405.0000,60.0000,44.1000,11.0000,0.1863,,Naked bike,Liquid,Chain,Injection,Honda,,
961.0000,,90.0000,,188.0000,17.0000,813.0000,1420.0000,88.0000,79.0000,10.1000,0.4255,,Classic,Air,Chain,Injection,,,
798.0000,,86.0000,245.0000,168.0000,16.6000,811.0000,1380.0000,79.0000,54.3000,13.3000,0.8333,,Naked bike,Oil & air,Chain,Injection,,4.0000,
249.0000,,,,173.0000,17.0000,,,,,,,,Allround,Liquid,Chain,Injection,Kawasaki,3.4000,
124.5000,,10.0000,,125.0000,16.0000,760.0000,1260.0000,57.0000,48.8000,10.6000,0.0901,,Naked bike,Air,Chain,Carburettor,,3.0000,
124.6000,,,105.0000,112.0000,14.0000,780.0000,,,,,0.0982,,Allround,Air,Chain,Carburettor,,3.5000,
196.9000,,13.8000,101.4000,129.7000,9.8400,831.0000,1346.0000,63.5000,62.2000,9.0000,0.1079,,Enduro / offroad,Air,Chain,,,3.4000,
49.0000,,,,95.0000,12.5000,805.0000,1275.0000,40.0000,39.2000,6.9000,,,Sport,Air,Chain,Carburettor,Keeway,3.6000,
125.0000,,,130.0000,150.0000,14.0000,,1860.0000,,,,0.0833,,Custom / cruiser,Liquid,Chain,Carburettor,,,
983.3000,,88.8000,,242.0000,12.5000,643.0000,1562.0000,,,,0.3223,,Custom / cruiser,Liquid,Belt,Injection,Indian,3.5000,
1811.0000,,139.0000,,341.0000,,692.0000,1646.0000,101.6000,113.0000,9.5000,,,Custom / cruiser,Air,Belt,Injection,,3.3000,2017.0000
124.5000,,9.4000,,130.0000,12.0000,825.0000,1340.0000,56.6000,49.5000,9.0000,0.0846,,Enduro / offroad,Air,Chain,Carburettor,Keeway,3.1000,
352.0000,,19.9000,,181.0000,,,1534.0000,80.0000,70.0000,9.8000,0.1260,,Scooter,Liquid,Belt,Injection,,3.5000,
123.7000,,8.5000,,119.8000,4.5400,787.0000,1290.0000,54.0000,54.0000,8.6000,0.0668,,Naked bike,Air,Chain,Carburettor,,3.1000,
125.0000,10.3000,,,122.0000,13.5000,780.0000,,,,,0.0847,8000.0000,Sport,Air,Chain,Carburettor,,2.9000,2017.0000
149.4000,,11.3000,,111.0000,16.0000,770.0000,1246.0000,62.0000,49.5000,9.3000,0.1014,,Allround,Air,Chain,Carburettor,,3.1000,
678.2000,79.0000,67.0000,,244.0000,17.0300,675.0000,1690.0000,81.5000,65.0000,11.5000,0.3237,9000.0000,Custom / cruiser,Liquid,Belt,Injection,,3.3000,2017.0000
250.0000,24.0000,,144.8000,100.0000,,635.0000,,,,,0.2400,,Classic,,Chain,Carburettor,Kikker 5150,2.1000,2017.0000
112.0000,9.6000,9.1000,,89.8000,5.4900,737.0000,1194.0000,50.0000,51.8000,8.0000,0.1069,8500.0000,Scooter,Air,Shaft,Injection,,,2017.0000
1811.0000,,161.6000,,362.0000,20.8000,660.0000,1668.0000,101.0000,113.0000,9.5000,,,Custom / cruiser,Air,Belt,Injection,Indian,2.9000,2017.0000
49.2000,,3.6000,45.0000,98.0000,5.5000,770.0000,1305.0000,37.0000,46.0000,13.0000,0.0369,,Scooter,Air,Belt,Carburettor,,,
149.0000,8.5000,9.8000,,91.6000,6.0600,724.0000,1270.0000,,,,0.0928,6500.0000,Scooter,Air,Belt,Carburettor,Linhai,,2017.0000
49.0000,,4.1000,,92.5000,3.5000,800.0000,1325.0000,39.0000,41.0000,8.0000,0.0205,,Scooter,Air,Shaft,Carburettor,Kymco,3.5000,
1380.0000,,120.0000,,181.9000,20.4400,740.0000,1695.0000,,,,0.5278,,Classic,,Shaft,Injection,,3.5000,
223.0000,,17.2000,110.0000,150.0000,9.0000,910.0000,1470.0000,65.5000,66.2000,9.2000,0.1180,,Enduro / offroad,Oil & air,Chain,Carburettor,,3.3000,
107.0000,7.4000,6.5000,85.0000,150.0000,3.5000,910.0000,1470.0000,52.4000,49.5000,9.1000,0.0493,8000.0000,Scooter,Air,Chain,Carburettor,Loncin,,2017.0000
147.5000,,8.0000,,135.2000,9.4600,709.0000,1501.0000,57.0000,57.8000,,0.0644,,Scooter,Air,Belt,Carburettor,Linhai,,
249.0000,,22.0000,,176.0000,14.0000,710.0000,1515.0000,57.0000,48.8000,10.3000,0.1420,,Custom / cruiser,Oil & air,Chain,Carburettor,,,
125.0000,12.5000,,125.0000,150.0000,14.0000,,1660.0000,,,,0.0833,10000.0000,Custom / cruiser,Liquid,Chain,Carburettor,,,2017.0000
97.2000,6.7000,7.3000,80.0000,103.0000,12.0000,780.0000,1240.0000,50.0000,49.5000,8.6000,0.0646,7500.0000,Scooter,Air,Chain,Carburettor,,,2017.0000
49.0000,3.0000,,,84.8000,5.9800,,,39.0000,41.4000,10.2000,0.0354,,Scooter,,,Carburettor,,,2017.0000
125.0000,8.9000,,90.0000,106.0000,6.0000,810.0000,1315.0000,56.5000,49.5000,9.0000,0.0835,8000.0000,Scooter,Air,Belt,Injection,,3.1000,2017.0000
49.3000,2.7000,2.9000,,88.0000,6.0200,770.0000,1270.0000,39.0000,41.3000,,0.0307,7500.0000,Scooter,Air,Belt,Injection,,,2017.0000
110.0000,,8.6000,,95.0000,7.3000,,1170.0000,53.0000,50.6000,9.5000,0.0905,,Super motard,Air,Chain,Carburettor,Kawasaki,,
197.0000,12.9000,14.0000,105.0000,117.0000,16.0000,760.0000,1270.0000,63.0000,62.0000,8.3000,0.1100,7500.0000,Naked bike,Liquid,Chain,Carburettor,Keeway,,2017.0000
125.0000,,9.5000,105.0000,134.0000,14.0000,770.0000,1380.0000,56.5000,49.6000,9.5000,0.0851,,Naked bike,Air,Chain,Injection,,3.0000,
249.0000,,,,101.0000,16.0000,,1310.0000,78.0000,52.0000,11.0000,,,Classic,Air,Chain,Carburettor,Motobi,,2017.0000
125.0000,9.4000,3.8000,,110.0000,8.0000,775.0000,1318.0000,,,,0.0854,8000.0000,Scooter,Air,Belt,Carburettor,Kymco,3.5000,2017.0000
49.9000,,,,92.0000,5.5000,,1300.0000,,,,0.0393,,Scooter,Air,Belt,Carburettor,,,
125.0000,,9.0000,,115.0000,13.8000,760.0000,1300.0000,53.5000,55.5000,9.5000,0.0758,,Scooter,Air,Chain,Carburettor,,,
125.0000,,,,167.0000,12.5000,775.0000,1545.0000,,,,0.0883,,Scooter,Liquid,Belt,Injection,,3.1000,
49.0000,,3.0000,50.0000,91.0000,5.8000,,1300.0000,,,,0.0324,,Scooter,Air,Belt,Carburettor,,,
660.0000,,57.5000,165.0000,195.0000,17.0000,860.0000,1518.0000,100.0000,84.0000,10.0000,0.2476,,Super motard,Liquid,Chain,Injection,,,
125.0000,12.0000,9.2000,,127.0000,17.0000,810.0000,1140.0000,,,,0.0945,8500.0000,Enduro / offroad,Liquid,Chain,Carburettor,,,2017.0000
125.0000,12.5000,,110.0000,149.0000,8.0000,,1670.0000,,,,0.0839,10000.0000,Custom / cruiser,Liquid,Chain,Carburettor,Leonart,,2017.0000
125.0000,,10.0000,,120.0000,17.0000,810.0000,,54.0000,54.0000,9.5000,0.0917,,Custom / cruiser,Air,Chain,Carburettor,,,
124.1000,10.5000,8.9000,,134.0000,15.0000,730.0000,1440.0000,56.5000,49.5000,9.0000,0.0781,9000.0000,Custom / cruiser,Air,Chain,Carburettor,,2.8000,2017.0000
49.3000,,,48.3000,83.9000,6.2000,800.0000,1232.0000,40.0000,39.2000,,,,Scooter,Air,Belt,Carburettor,,,2017.0000
343.5000,,32.0000,120.0000,154.0000,17.0000,820.0000,1350.0000,58.0000,65.0000,9.8000,0.1480,,Classic,Air,Chain,Carburettor,Jawa-CZ,3.3000,
248.8000,,,,147.0000,10.0000,820.0000,1340.0000,72.0000,61.1000,14.5000,0.2109,,Sport,Liquid,Chain,Injection,,,
149.0000,12.2000,11.8000,96.6000,109.8000,5.3000,729.0000,1219.0000,57.3000,57.8000,9.1000,0.1111,8000.0000,Super motard,Air,Chain,Injection,Lifan,3.5000,2017.0000
399.0000,35.5000,37.5000,144.8000,209.0000,12.5000,795.0000,1570.0000,92.0000,75.0000,,0.1700,7500.0000,Scooter,Liquid,Belt,Injection,,3.5000,2017.0000
249.0000,,,,92.5000,7.0000,915.0000,1418.0000,66.4000,72.0000,,,,Enduro / offroad,Liquid,Chain,Carburettor,,3.4000,
