displacement_ccm,power_hp,torque_nm,top_speed_kmh,dry_weight_kg,fuel_capacity_l,seat_height_mm,wheelbase_mm,bore_mm,stroke_mm,compression_ratio,power_weight_ratio,power_rpm,category,cooling,transmission,fuel_system,brand,rating,year
498.0000,,41.0000,180.0000,181.0000,15.0000,850.0000,1500.0000,74.0000,58.0000,9.8000,0.2486,,Enduro / offroad,Liquid,Chain,Carburettor,,3.8000,
998.0000,147.9000,106.0000,,198.0000,18.0000,815.0000,1460.0000,77.0000,53.6000,11.5000,0.7470,11000.0000,Naked bike,Liquid,Chain,Injection,,3.8000,2006.0000
80.0000,,,,69.9000,5.6700,734.0000,1209.0000,47.5000,45.0000,9.7000,,,Enduro / offroad,Air,Chain,,,3.9000,
1449.0000,,102.0000,,290.0000,17.4000,640.0000,1625.0000,95.3000,101.6000,8.8000,,,Custom / cruiser,Air,Belt,Injection,,3.8000,2005.0000
149.5000,11.4000,,135.0000,130.0000,,,1550.0000,,,,0.0876,8000.0000,Custom / cruiser,Air,,,,,2006.0000
897.0000,,88.8000,217.0000,193.0000,20.0000,825.0000,1485.0000,92.0000,67.5000,10.4000,0.4405,,Enduro / offroad,Liquid,Chain,Injection,Yamaha,3.6000,
1099.0000,,,,250.8000,15.8900,729.0000,1651.0000,87.5000,91.4000,8.0000,,,Custom / cruiser,Liquid,Shaft,Carburettor,Honda,3.5000,
198.0000,19.7000,9.6000,119.0000,138.0000,10.0000,790.0000,1395.0000,72.0000,48.6000,,0.1428,8500.0000,Scooter,Liquid,Belt,,,3.7000,2006.0000
583.0000,,,,207.7000,10.9700,650.0000,1600.0000,75.0000,66.0000,9.2000,,,Custom / cruiser,Liquid,Chain,Carburettor,,3.6000,
248.0000,,,,137.9000,18.1600,744.0000,1400.0000,62.0000,41.2000,12.4000,,,Sport,Liquid,,Carburettor,,3.7000,2005.0000
1670.0000,,,,323.0000,20.0600,709.0000,1689.0000,97.0000,113.0000,8.3000,0.2632,,Custom / cruiser,Air,Belt,Carburettor,Yamaha,3.6000,
1638.8000,,,,292.1000,17.0300,653.0000,1684.0000,101.0000,102.0000,9.8000,,,Custom / cruiser,Air,Belt,Injection,,3.8000,
49.2000,4.8000,5.3000,,72.0000,6.5000,787.0000,1202.0000,40.0000,39.2000,11.2000,0.0669,6500.0000,Scooter,Air,Chain,Carburettor,Yamaha,3.5000,2006.0000
499.0000,43.7000,47.6000,,205.0000,16.0000,795.0000,1575.0000,66.0000,73.0000,11.0000,0.2132,7500.0000,Scooter,Liquid,,,Yamaha,2.6000,2006.0000
781.0000,,,,219.1000,21.9500,805.0000,1458.0000,72.0000,48.0000,11.6000,,,Sport,Liquid,Chain,Injection,Honda,3.8000,
151.0000,8.5000,11.6000,98.0000,96.0000,8.6000,775.0000,1280.0000,62.2000,48.6000,10.7000,0.0885,7750.0000,Scooter,Air,,Carburettor,,2.9000,2006.0000
618.0000,46.4000,57.0000,,166.0000,14.0000,770.0000,1440.0000,80.0000,61.5000,10.5000,0.2795,9500.0000,Naked bike,Air,Chain,Injection,Ducati,3.3000,2005.0000
1449.0000,,102.0000,,292.0000,17.8000,693.0000,1595.0000,95.3000,101.6000,8.8000,,,Custom / cruiser,Air,,Injection,,3.5000,
745.0000,40.0000,52.0000,,250.0000,,670.0000,,78.0000,78.0000,,0.1600,5600.0000,Sport,Air,Shaft,Carburettor,,3.0000,2006.0000
124.0000,10.2000,9.6000,91.0000,110.0000,8.6000,,1280.0000,57.0000,48.6000,,0.0926,8000.0000,Scooter,Air,,,,3.2000,2006.0000
49.9000,,,,78.0000,7.5000,870.0000,1340.0000,40.0000,39.7000,,0.1218,,Enduro / offroad,Liquid,Chain,Carburettor,,3.7000,
49.0000,,,,47.2000,3.0200,549.0000,914.0000,39.0000,41.4000,10.0000,,,Enduro / offroad,Air,Chain,,Honda,3.8000,2005.0000
249.0000,,,,137.0000,9.4600,686.0000,1491.0000,49.0000,66.0000,10.0000,,,Custom / cruiser,Air,Chain,Carburettor,Yamaha,3.6000,
1312.0000,,,,290.8000,18.1600,686.0000,1637.0000,89.5000,104.3000,9.2000,,,Custom / cruiser,Liquid,Shaft,Carburettor,,3.9000,
1638.8000,,,,281.2000,17.0300,673.0000,1684.0000,101.0000,102.0000,9.8000,,,Custom / cruiser,Air,Belt,Injection,Victory,3.9000,
151.0000,,9.6000,,97.0000,8.0000,,1260.0000,57.0000,58.0000,,0.1133,,Scooter,Air,Belt,,Vespa,3.6000,
1470.0000,,,,292.1000,15.8900,701.0000,,102.0000,90.0000,8.6000,,,Custom / cruiser,Liquid,Shaft,Carburettor,,3.8000,
1670.0000,,,,308.0000,20.0600,709.0000,1689.0000,97.0000,113.0000,8.3000,,,Custom / cruiser,Air,Belt,Carburettor,,3.4000,2006.0000
249.8000,,,,103.0000,9.5000,,1480.0000,67.5000,69.8000,,0.4854,,Enduro / offroad,Liquid,Chain,Carburettor,Factory Bike,3.9000,
49.9000,,,,102.0000,8.6000,,1280.0000,39.0000,41.8000,,,,Scooter,Air,,,,3.2000,
625.0000,,60.0000,,152.0000,11.2000,900.0000,1460.0000,101.0000,78.0000,11.7000,0.3529,,Super motard,Liquid,Chain,Carburettor,,3.5000,
49.0000,2.7000,3.7000,,92.0000,7.0000,828.0000,1256.0000,40.0000,39.2000,7.4000,0.0291,6500.0000,Scooter,Liquid,Chain,,,3.1000,2006.0000
346.0000,18.0000,27.1000,120.0000,170.0000,14.5000,740.0000,1370.0000,70.0000,90.0000,8.5000,0.1059,5500.0000,Custom / cruiser,Air,Chain,Carburettor,Enfield,3.7000,2005.0000
234.0000,,,,139.0000,9.8400,676.0000,1450.0000,53.0000,53.0000,9.2000,,,Custom / cruiser,Air,Chain,Carburettor,Honda,3.6000,2005.0000
86.0000,,,80.0000,85.0000,,,1210.0000,,,,0.0599,,Sport,Air,,Carburettor,,,
196.0000,,,,118.0000,,790.0000,1326.0000,67.0000,55.7000,9.5000,,,Allround,Air,Chain,Carburettor,,3.7000,
249.0000,,,,117.0000,10.9700,856.0000,1415.0000,74.0000,58.0000,11.0000,,,Enduro / offroad,Liquid,,Carburettor,Kawasaki,3.4000,2005.0000
618.0000,46.4000,57.0000,,183.0000,15.0000,830.0000,1459.0000,80.0000,61.5000,10.5000,0.2536,9500.0000,Allround,,Chain,Injection,,3.7000,2005.0000
49.0000,,3.0000,,77.9000,5.5000,770.0000,1210.0000,40.0000,39.2000,11.4000,0.0365,,Scooter,Liquid,Chain,,,3.4000,
1449.0000,67.0000,102.0000,,322.0000,18.9000,648.0000,1630.0000,95.3000,101.6000,8.8000,0.2081,,Custom / cruiser,Air,Belt,Injection,Harley-Davidson,3.7000,2005.0000
745.0000,,,,225.0000,13.6200,676.0000,1646.0000,79.0000,76.0000,9.0000,,,Custom / cruiser,Liquid,Chain,Carburettor,,3.8000,2005.0000
449.4000,,42.5000,,108.5000,7.0000,855.0000,1481.0000,95.0000,63.4000,12.0000,,,Super motard,Liquid,Chain,Carburettor,KTM,3.6000,2005.0000
50.0000,2.1000,3.1000,,105.0000,13.8000,870.0000,1350.0000,40.3000,39.0000,12.0000,0.0204,6000.0000,Enduro / offroad,,Chain,Carburettor,,3.6000,2006.0000
124.7000,9.4000,,90.0000,125.0000,,,1305.0000,,,,0.0750,8000.0000,Sport,Air,Chain,Carburettor,Veli,,2006.0000
124.0000,,,,81.2000,6.5800,775.0000,1250.0000,54.0000,54.0000,10.0000,,,Enduro / offroad,Air,Chain,Carburettor,,3.7000,2006.0000
998.0000,,,,170.1000,17.0300,826.0000,1384.0000,76.0000,55.0000,12.7000,,,Sport,Liquid,Chain,Carburettor,Kawasaki,3.9000,
124.0000,,13.0000,,116.0000,10.7000,900.0000,1415.0000,56.0000,50.7000,6.7000,0.1272,,Super motard,Liquid,Chain,Carburettor,,3.6000,
745.0000,38.9000,52.0000,100.0000,334.0000,19.0000,790.0000,,78.0000,78.0000,,0.1164,5600.0000,Classic,Air,Shaft,Carburettor,Ural,3.9000,2006.0000
124.0000,,,,79.8000,6.4300,775.0000,1245.0000,57.0000,48.8000,9.5000,,,Enduro / offroad,,Chain,Carburettor,,3.8000,2005.0000
582.0000,38.0000,37.0000,193.1000,226.8000,15.8900,739.0000,1595.0000,72.0000,71.5000,10.2000,0.1676,,Scooter,Liquid,Belt,Injection,,3.8000,2005.0000
999.0000,,,281.6000,157.0000,14.5000,,1375.0000,104.0000,58.8000,11.9000,0.9554,,Naked bike,Liquid,Chain,Injection,Vyrus,3.7000,
2050.0000,,,,340.2000,20.8100,681.0000,1735.0000,103.0000,123.2000,9.5000,,,Custom / cruiser,Liquid,Shaft,Carburettor,Kawasaki,3.9000,
124.0000,14.8000,13.0000,,116.0000,10.7000,915.0000,1415.0000,56.0000,50.7000,6.7000,0.1272,8000.0000,Enduro / offroad,Liquid,Chain,Carburettor,,3.3000,2006.0000
805.0000,57.2000,63.7000,160.9000,245.8000,15.0000,759.0000,1615.0000,88.0000,66.2000,9.5000,0.2327,7500.0000,Custom / cruiser,Liquid,Chain,Carburettor,,3.5000,2005.0000
111.0000,,,,64.0000,3.7800,650.0000,1064.0000,53.0000,50.6000,9.5000,,,Enduro / offroad,,Chain,Carburettor,Kawasaki,3.8000,
644.1000,,,,180.0000,19.3000,800.0000,1438.0000,81.0000,62.5000,11.5000,,,Naked bike,Liquid,,,,2.9000,
1449.0000,,102.0000,,322.0000,18.9000,622.0000,1630.0000,95.3000,101.6000,8.8000,,,Custom / cruiser,Air,Belt,Injection,,3.7000,
1670.0000,,150.1000,,240.0000,15.0000,825.0000,1525.0000,97.0000,113.0000,8.4000,0.3704,,Naked bike,Air,Chain,Injection,,3.6000,
125.0000,,10.1000,120.0000,115.0000,10.0000,776.0000,1294.0000,58.0000,47.2000,11.0000,0.1157,,Sport,Liquid,Chain,Carburettor,,3.4000,
123.7000,,9.9000,,84.0000,8.0000,775.0000,1250.0000,54.0000,54.0000,10.0000,0.1149,,Enduro / offroad,Air,Chain,Carburettor,,3.0000,
248.0000,22.8000,22.0000,,147.0000,,,,,,,0.1550,8000.0000,Custom / cruiser,Liquid,Belt,Carburettor,,3.8000,2006.0000
897.0000,,,,190.0000,20.0000,825.0000,1485.0000,92.0000,67.5000,10.4000,0.4475,,Allround,Liquid,Chain,Injection,,3.7000,
198.0000,21.0000,,,123.0000,12.2000,780.0000,1340.0000,72.0000,48.6000,10.5000,0.1707,,Scooter,Liquid,Shaft,Injection,Gilera,3.7000,2005.0000
230.0000,17.0000,16.5000,115.9000,166.0000,20.0600,787.0000,1387.0000,,,,0.1024,7500.0000,Sport,Air,Chain,Carburettor,Zongshen,3.1000,2006.0000
249.0000,40.0000,24.0000,180.0000,151.0000,,745.0000,,48.5000,33.8000,11.5000,0.2649,14000.0000,Naked bike,Liquid,Chain,Carburettor,,3.4000,2005.0000
625.0000,,60.0000,,149.0000,11.2000,910.0000,1510.0000,101.0000,78.0000,11.7000,0.3600,,Super motard,Liquid,Chain,Carburettor,KTM,3.5000,
1550.0000,,,,306.2000,20.0600,696.0000,1694.0000,102.0000,95.0000,9.0000,,,Custom / cruiser,Liquid,Shaft,Carburettor,Kawasaki,3.8000,2005.0000
1649.0000,,,,274.9000,15.1400,714.0000,1666.0000,97.0000,113.0000,8.3000,,,Custom / cruiser,Air,Belt,Injection,,3.6000,2006.0000
998.0000,,,,179.6000,18.1600,826.0000,1412.0000,75.0000,56.5000,11.9000,,,Sport,Liquid,Chain,Injection,,3.9000,
1312.0000,,,,303.5000,18.1600,695.0000,1669.0000,89.5000,104.3000,9.2000,,,Custom / cruiser,Liquid,Shaft,Carburettor,,3.7000,2005.0000
1851.9000,,,,319.8000,17.0300,734.0000,1715.0000,100.0000,118.0000,9.5000,,,Custom / cruiser,Air,Belt,Injection,,4.0000,
599.0000,,58.0000,,197.0000,19.0000,785.0000,,65.0000,45.0000,11.6000,0.3858,,Allround,Liquid,Chain,Carburettor,,3.7000,
997.6000,138.7000,107.0000,,185.0000,15.0000,,,97.0000,67.5000,11.8000,0.7498,9500.0000,Sport,Oil & air,Chain,Injection,,3.6000,2005.0000
1203.0000,,113.9000,,179.2000,14.0000,775.0000,1321.0000,88.9000,96.8000,10.0000,0.5749,,Sport,Oil & air,Shaft,Injection,Buell,3.7000,
647.0000,,,,220.0000,17.0000,,1700.0000,,,,,,Custom / cruiser,Liquid,,,,3.7000,
1854.0000,98.7000,167.8000,,320.0000,17.0000,735.0000,1715.0000,100.0000,118.0000,9.5000,0.3084,4250.0000,Custom / cruiser,Air,Belt,Carburettor,,3.8000,2006.0000
1170.0000,,115.0000,200.0000,199.0000,20.0000,840.0000,1520.0000,101.0000,73.0000,11.0000,0.4852,,Enduro / offroad,Oil & air,Shaft,Injection,,3.8000,
647.0000,,,,191.0000,17.0000,,1435.0000,,,,,,Sport,Liquid,,,Hyosung,3.7000,2005.0000
124.0000,,9.5000,,118.0000,10.0000,860.0000,1335.0000,54.0000,54.0000,10.0000,0.0829,,Super motard,Air,,,Yamaha,3.2000,
1131.0000,,105.0000,,275.0000,14.0000,660.0000,1710.0000,100.0000,72.0000,11.3000,,,Custom / cruiser,Liquid,Belt,Injection,,3.8000,
1170.0000,60.3000,98.0000,165.0000,288.0000,17.5000,745.0000,1641.0000,101.0000,73.0000,10.0000,0.2095,5000.0000,Custom / cruiser,Oil & air,Shaft,Injection,,3.7000,2005.0000
49.0000,,,,88.0000,4.8000,,1270.0000,,,,,,Scooter,Air,,,,3.8000,2005.0000
644.0000,,,,109.0000,9.0000,,1490.0000,100.0000,82.0000,11.8000,,,Enduro / offroad,Liquid,Chain,Carburettor,,3.9000,2005.0000
992.0000,,96.0000,,180.0000,14.0000,800.0000,1440.0000,94.0000,71.5000,10.0000,0.5222,,Naked bike,,Chain,Injection,,3.7000,
125.0000,14.2000,9.7000,110.0000,150.0000,17.0000,795.0000,,44.0000,41.0000,11.2000,0.0947,11000.0000,Naked bike,,,,,3.4000,2005.0000
150.0000,9.8000,,104.6000,109.8000,7.5700,737.0000,1346.0000,,,,0.0893,,Scooter,Air,,Carburettor,Diamo,3.0000,2005.0000
1170.0000,,98.0000,168.0000,239.0000,,740.0000,1650.0000,101.0000,73.0000,10.0000,0.2525,,Custom / cruiser,Oil & air,Shaft,Injection,,3.2000,
647.0000,,68.0000,140.0000,208.0000,17.0000,780.0000,,81.5000,62.0000,11.4000,0.3675,,Naked bike,,,,,3.5000,
748.0000,106.6000,82.0000,,188.0000,15.5000,780.0000,1420.0000,90.0000,58.8000,11.7000,0.5671,9500.0000,Sport,Liquid,Chain,Injection,,3.8000,2005.0000
124.5000,,,,130.0000,7.0000,,1360.0000,,,,,,Scooter,Air,,,,3.2000,
492.0000,34.0000,46.0000,,163.3000,10.5900,,1397.0000,88.9000,79.4000,9.2000,0.2082,7500.0000,Naked bike,Air,Belt,Carburettor,,3.6000,2005.0000
1449.0000,,101.0000,,292.0000,18.5000,660.0000,1690.0000,95.3000,101.6000,8.8000,,,Custom / cruiser,Air,Belt,Injection,,3.7000,2005.0000
749.0000,,86.0000,,183.5000,18.3000,780.0000,1420.0000,94.0000,54.0000,12.7000,0.6594,,Sport,Liquid,Chain,Injection,Ducati,3.7000,
125.0000,,4.4000,112.7000,147.0000,,,,,,,,,Classic,Air,Chain,Carburettor,,3.4000,
1203.0000,92.0000,113.9000,,179.2000,13.0000,765.0000,1321.0000,88.9000,96.8000,10.0000,0.5135,6800.0000,Naked bike,Oil & air,Shaft,Injection,,3.9000,2005.0000
124.0000,12.6000,9.2000,108.0000,103.0000,6.5000,830.0000,1330.0000,56.5000,49.5000,9.0000,0.1223,8200.0000,Enduro / offroad,,,,,2.8000,2005.0000
249.0000,,,,106.5000,8.0000,990.0000,1470.0000,77.0000,53.6000,12.5000,,,Enduro / offroad,Liquid,Chain,Carburettor,,3.7000,2006.0000
124.0000,,9.2000,108.0000,99.0000,6.5000,830.0000,1330.0000,56.5000,49.5000,9.0000,0.1273,,Enduro / offroad,,,,,3.2000,
652.3000,,,,142.0000,8.5000,870.0000,1400.0000,94.0000,94.0000,8.5000,,,Enduro / offroad,Air,Chain,Carburettor,,2.9000,2005.0000
1251.0000,,106.2000,,224.0000,21.0000,790.0000,1510.0000,79.0000,63.8000,9.7000,0.4675,,Naked bike,Air,Chain,Carburettor,,3.6000,
994.8000,,,,197.0000,15.1700,805.0000,1432.0000,97.8000,65.8000,11.3000,,,Naked bike,Liquid,,,,3.4000,2005.0000
996.0000,,101.0000,,181.0000,15.0000,800.0000,1440.0000,98.0000,66.0000,11.6000,0.6379,,Naked bike,Liquid,Chain,Injection,Ducati,3.8000,
249.8000,,20.8000,,164.0000,12.5000,785.0000,1545.0000,69.0000,66.8000,10.0000,0.1210,,Scooter,Liquid,,Carburettor,,3.8000,
848.0000,,77.0000,187.0000,218.0000,20.5000,800.0000,1487.0000,87.5000,70.5000,10.3000,0.3199,,Naked bike,Oil & air,Shaft,Injection,BMW,3.5000,
449.0000,,,,110.0000,9.0000,870.0000,1490.0000,100.0000,57.2000,,,,Super motard,Liquid,Chain,Carburettor,Husaberg,3.2000,2005.0000
1449.0000,,102.0000,,292.0000,18.9000,663.0000,1695.0000,95.3000,101.6000,8.8000,,,Custom / cruiser,Air,Belt,Injection,Harley-Davidson,3.2000,
549.8000,,,,109.0000,9.0000,,1490.0000,100.0000,70.0000,11.8000,,,Enduro / offroad,Liquid,Chain,Carburettor,Husaberg,3.8000,
124.0000,11.9000,9.4000,101.0000,135.0000,9.0000,790.0000,,57.0000,48.8000,9.9000,0.0884,10000.0000,Allround,Air,,,Hyosung,3.5000,2005.0000
487.0000,,,,112.0000,,890.0000,1500.0000,87.0000,82.0000,10.5000,,,Enduro / offroad,Air,Chain,Carburettor,Borile,3.3000,
49.0000,,,45.0000,95.0000,4.3000,740.0000,,41.0000,37.4000,7.2000,0.0363,,Scooter,,,,,3.1000,
1130.0000,83.8000,98.0000,197.0000,219.0000,20.5000,835.0000,1486.0000,101.0000,70.5000,10.3000,0.3827,6750.0000,Naked bike,Oil & air,Shaft,Injection,,3.5000,2005.0000
150.0000,,,104.6000,139.7000,7.5700,737.0000,1549.0000,,,,0.0702,,Scooter,Air,,Carburettor,,2.8000,
998.0000,143.0000,114.0000,,186.0000,15.5000,780.0000,1420.0000,100.0000,63.5000,11.4000,0.7688,9750.0000,Sport,Liquid,Chain,Injection,,3.7000,2005.0000
651.9000,46.3000,57.0000,155.0000,180.0000,14.2000,750.0000,1525.0000,100.0000,83.0000,9.7000,0.2570,6500.0000,Naked bike,,,,Jawa,3.8000,2005.0000
994.8000,,,,210.0000,20.0600,805.0000,1530.0000,97.8000,65.8000,11.3000,,,Sport,Liquid,,Injection,Cagiva,3.7000,
124.0000,,,,120.0000,13.7000,,1292.0000,,,,,,Naked bike,Air,,,Hyosung,3.7000,
180.0000,,14.7000,117.0000,140.0000,15.0000,,1330.0000,63.5000,56.4000,9.5000,0.1164,,Allround,Air,Chain,Carburettor,,3.2000,
49.0000,,,,79.0000,4.8000,,1221.0000,,,,,,Scooter,Air,,,Hyosung,3.1000,2005.0000
449.0000,,,,119.5000,10.0000,998.0000,1485.0000,95.0000,63.4000,12.5000,,,Enduro / offroad,Liquid,Chain,Injection,,3.0000,
992.0000,,88.0000,,196.0000,20.0000,850.0000,1462.0000,94.0000,71.5000,10.0000,0.3454,,Allround,Air,Chain,Injection,,3.7000,
652.0000,49.6000,60.0000,170.0000,177.2000,17.3000,870.0000,1489.0000,100.0000,83.0000,11.5000,0.2800,6500.0000,Enduro / offroad,Liquid,Chain,Injection,BMW,3.8000,2005.0000
49.4000,,,,101.0000,9.0000,,1330.0000,40.0000,39.3000,13.0000,,,Allround,Liquid,Shaft,,,3.9000,2005.0000
248.0000,,,125.5000,137.0000,10.9700,673.0000,1499.0000,,,,0.1190,,Custom / cruiser,Air,,Carburettor,,3.0000,
449.0000,58.0000,49.0000,,112.5000,8.0000,998.0000,1485.0000,95.0000,63.4000,12.5000,0.5156,9000.0000,Enduro / offroad,Liquid,Chain,Injection,,3.3000,2006.0000
399.0000,,,,139.0000,15.0000,,1505.0000,,,,,,Enduro / offroad,Liquid,,,,3.6000,2005.0000
628.0000,,,,110.0000,9.0000,870.0000,1481.0000,,,11.7000,,,Super motard,Liquid,Chain,Carburettor,,3.5000,
150.0000,,,100.0000,130.0000,,,1450.0000,,,,,,Custom / cruiser,,,,Jinlun,3.4000,
124.1000,12.1000,8.5000,88.0000,135.0000,10.0000,,1450.0000,44.0000,40.8000,9.4000,0.0893,10000.0000,Custom / cruiser,Air,Chain,Carburettor,,3.3000,2005.0000
49.7000,,,70.0000,90.0000,9.5000,940.0000,1400.0000,40.3000,39.0000,12.0000,0.0889,,Enduro / offroad,Liquid,Chain,Carburettor,,3.9000,
997.6000,,96.0000,,189.0000,19.0000,820.0000,1415.0000,97.0000,67.5000,11.4000,0.7340,,Naked bike,Liquid,Chain,Injection,,3.8000,
264.0000,20.4000,21.6000,,164.0000,10.9000,822.0000,1480.0000,71.0000,66.8000,10.0000,0.1243,7500.0000,Scooter,Liquid,Belt,Carburettor,,3.5000,2006.0000
124.6000,14.1000,11.5000,124.0000,127.0000,12.5000,800.0000,1385.0000,,,7.4000,0.1109,9000.0000,Sport,Liquid,,,Cagiva,3.3000,2005.0000
803.0000,76.0000,74.0000,,173.0000,14.0000,800.0000,1440.0000,88.0000,66.0000,10.5000,0.4395,9500.0000,Naked bike,,Chain,Injection,,3.6000,2005.0000
655.5000,,,,160.0000,10.5000,700.0000,1480.0000,94.0000,94.0000,8.5000,,,Custom / cruiser,Air,Belt,Carburettor,Suzuki,3.8000,2005.0000
49.5000,,4.1000,50.0000,95.0000,6.5500,,1410.0000,,,,0.0353,,Enduro / offroad,Air,Chain,,,2.7000,
996.4000,,113.0000,307.4000,190.0000,17.4100,,,76.2000,55.9000,13.0000,0.9107,,Sport,Liquid,Chain,Injection,,3.8000,
819.4000,,,,257.0000,15.5000,700.0000,1655.0000,83.0000,74.4000,9.4000,,,Custom / cruiser,Liquid,Shaft,Injection,,3.8000,2005.0000
124.7000,9.4000,,90.0000,105.0000,,,1300.0000,,,,0.0893,8000.0000,Sport,Air,Chain,Carburettor,,,2005.0000
460.0000,,43.0000,157.7000,76.0000,15.0000,780.0000,1540.0000,92.0000,69.0000,10.5000,0.5132,,Scooter,Liquid,,,,3.7000,
790.0000,,62.0000,,205.0000,,775.0000,1500.0000,86.0000,68.0000,9.2000,0.3024,,Classic,Air,Chain,Carburettor,,3.6000,
1085.0000,,97.0000,227.0000,208.0000,18.0000,860.0000,1478.0000,99.0000,70.5000,11.3000,0.4642,,Sport,Oil & air,Shaft,Injection,,3.6000,
1050.0000,130.0000,105.0000,,189.0000,16.6000,815.0000,1429.0000,79.0000,71.4000,12.0000,0.6878,9100.0000,Naked bike,Liquid,Chain,Injection,,3.6000,2005.0000
645.0000,70.0000,63.5000,,180.0000,19.3000,800.0000,,81.0000,62.6000,11.5000,0.3889,9000.0000,Naked bike,Liquid,Chain,Carburettor,Cagiva,3.7000,2004.0000
660.0000,37.0000,57.0000,160.0000,170.0000,12.5000,890.0000,1530.0000,,,,0.2176,6500.0000,Enduro / offroad,,Chain,,,3.5000,2005.0000
124.0000,11.4000,9.4000,,134.0000,6.5000,774.0000,1480.0000,53.7000,54.8000,11.0000,0.0850,9000.0000,Scooter,Liquid,,,MBK,3.6000,2005.0000
644.0000,,,,147.0000,13.0000,885.0000,1490.0000,100.0000,82.0000,9.5000,,,Enduro / offroad,Oil & air,Chain,,,3.9000,2005.0000
1360.2000,,,,243.0000,13.0000,740.0000,1620.0000,94.0000,98.0000,9.3000,,,Custom / cruiser,Oil & air,Shaft,Carburettor,,3.8000,
984.0000,92.0000,95.0000,,175.0000,14.0000,775.0000,1320.0000,88.9000,79.4000,10.0000,0.5257,7500.0000,Naked bike,Air,Belt,Injection,,3.6000,2004.0000
125.0000,,10.0000,100.0000,106.0000,12.0000,780.0000,,54.0000,54.0000,10.0000,0.0943,,Naked bike,Air,Chain,Carburettor,,3.2000,
124.0000,8.8000,,98.0000,108.0000,9.4000,810.0000,1320.0000,57.0000,48.6000,,0.0815,12000.0000,Scooter,Air,,,,2.8000,2005.0000
49.0000,2.4000,3.5000,48.3000,51.0000,3.9700,,,,,10.0000,0.0472,5200.0000,Sport,Air,,,,3.2000,2005.0000
600.0000,,,,161.9000,4.5000,820.0000,1384.0000,65.5000,44.5000,12.4000,,,Sport,Liquid,Chain,Injection,,3.8000,2005.0000
848.0000,70.0000,77.0000,187.0000,218.0000,20.5000,770.0000,1487.0000,87.5000,70.5000,10.3000,0.3211,7000.0000,Naked bike,Oil & air,Shaft,Injection,,3.4000,2004.0000
50.0000,,2.8000,,98.0000,6.5000,900.0000,1350.0000,40.3000,39.0000,12.0000,0.0218,,Enduro / offroad,Liquid,,Carburettor,,3.4000,
249.0000,38.9000,20.0000,,151.0000,14.0000,,1400.0000,,,,0.2575,,Sport,,,Carburettor,,3.7000,2005.0000
249.0000,,,,115.0000,10.5000,890.0000,1455.0000,73.0000,59.6000,10.4000,,,Enduro / offroad,Oil & air,Chain,Carburettor,Suzuki,3.6000,
49.3000,,,,76.0000,7.5000,750.0000,1180.0000,40.0000,39.3000,10.3000,,,Scooter,Air,,,,2.8000,2005.0000
1170.0000,,98.0000,168.0000,245.0000,17.5000,790.0000,1641.0000,101.0000,73.0000,10.0000,0.2490,,Custom / cruiser,Oil & air,Shaft,Injection,,3.9000,
599.0000,,,,161.0000,17.0000,825.0000,1400.0000,67.0000,42.5000,12.5000,,,Sport,Liquid,Chain,Injection,,3.8000,2005.0000
49.7000,,,,85.0000,6.0000,910.0000,,40.3000,39.0000,12.0000,,,Super motard,Liquid,Chain,Carburettor,,4.0000,2004.0000
1401.0000,74.0000,126.0000,,229.0000,22.0000,,1520.0000,,,,0.3231,,Sport,Oil & air,,,Suzuki,3.8000,2005.0000
49.0000,2.8000,3.0000,,78.0000,6.5000,790.0000,1280.0000,40.0000,39.2000,11.6000,0.0359,6750.0000,Scooter,Air,,,,3.1000,2005.0000
865.0000,70.0000,72.0000,,205.0000,16.6000,790.0000,1490.0000,90.0000,68.0000,9.2000,0.3415,7250.0000,Classic,Air,Chain,Carburettor,,3.6000,2005.0000
1130.0000,,98.0000,197.0000,219.0000,20.5000,835.0000,1486.0000,101.0000,70.5000,10.3000,0.3827,,Naked bike,Oil & air,Shaft,Injection,,4.0000,
124.7000,,,90.0000,95.0000,,,1211.0000,,,,0.0987,,Sport,Air,Chain,,,,
49.0000,3.2000,3.5000,,73.0000,26.4900,765.0000,1294.0000,,,7.3000,0.0440,6500.0000,Scooter,Air,,,MBK,3.1000,2005.0000
124.0000,,,95.0000,104.0000,9.0000,780.0000,1280.0000,57.0000,48.6000,,0.1547,,Scooter,Air,,,Vespa,3.7000,
106.7000,,,80.0000,90.0000,,,1210.0000,,,,0.0684,,Scooter,Air,,,,,
652.0000,,62.0000,,187.0000,17.3000,,1479.0000,100.0000,83.0000,11.5000,0.2674,,Allround,Liquid,Belt,Injection,,3.9000,
383.0000,30.8000,34.0000,,178.0000,12.0000,,1495.0000,86.0000,66.0000,10.5000,0.1733,7000.0000,Scooter,Liquid,Belt,Carburettor,,3.0000,2005.0000
1130.0000,83.8000,98.0000,,219.0000,20.5000,835.0000,1486.0000,101.0000,70.5000,10.3000,0.3827,6750.0000,Naked bike,Oil & air,Shaft,Injection,BMW,4.1000,2004.0000
49.0000,3.6000,4.0000,,77.0000,5.3000,803.0000,1206.0000,40.0000,39.2000,11.2000,0.0470,6800.0000,Scooter,Air,,,,2.9000,2005.0000
150.0000,,8.8000,85.0000,125.0000,6.0000,,1265.0000,,,,0.0911,,Enduro / offroad,Air,,Carburettor,,3.4000,
